Trf_Msg,Alpha_letters,Len_Of_Words,No_of_Chars,No_of_Sentences,No_of_digits,Num_chars,Special_chars,Target
get phone wan na chat set meet call cum moro luv jane xx call minmoremobsemspobox po wa,97,27,147,2,7,20,2,1
tee hee lectur cheeri bye bye,30,8,40,2,0,0,3,0
sorri chikku cell got problem tht nt abl repli msg,60,19,81,1,0,0,3,0
still havent collect dough pl let know go place sent get control number,91,26,116,1,0,0,0,0
ok,2,1,5,1,0,0,3,0
network oper servic free visit biz,45,12,66,3,1,5,5,1
let know contact settl room let know ok,60,19,81,3,0,0,4,0
wot weirdo,13,5,20,1,1,1,1,0
lor,8,3,13,1,0,0,3,0
dont put phone silent mode ok,30,8,37,1,0,0,0,0
meet depend wan lor,39,12,66,1,3,3,4,0
wait tv show start lor leh still busi ur report,49,13,69,1,2,2,4,0
oh ho first time use type word,42,13,55,2,0,0,1,0
one stalk profil,35,10,45,1,0,0,2,0
ever green quot ever told jerri cartoon person irrit alway one love vri much fail express gud nyt,113,30,160,2,0,0,16,0
ye thought thank,19,5,25,2,0,0,2,0
drinkin ok,20,8,28,1,0,0,3,0
wonder other took,33,7,40,1,0,0,1,0
night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay gud mrng,123,31,156,3,0,0,3,0
dog must alway wait till end day word run time cell alreadi,102,31,138,3,0,0,4,0
happi new year,18,6,24,1,0,0,1,0
hey great deal farm tour pm pax deposit may,41,12,70,1,5,8,10,0
eat jap done oso aft ur lect wat got lect rite,38,12,62,1,1,2,6,0
hey babe saw came onlin second disappear happen,67,16,86,2,0,0,3,0
da birthdat certif april real date today dont publish shall give special treat keep secret way thank wish,137,35,174,4,0,0,3,0
happi birthday may ur dream come true,35,8,48,1,0,0,6,0
aiyah ok alreadi lar nydc wheellock,37,10,48,2,0,0,2,0
tell said eat shit,19,6,25,1,0,0,1,0
sure drive reach destin soon,43,10,54,2,0,0,2,0
much th fifti,25,10,38,2,1,1,3,0
daili text favour time,34,9,46,1,0,0,0,0
great hear settl well happenin wit ola,50,13,64,2,0,0,3,0
cocksuck make feel better ipad worthless garbag novelti item feel bad even want one,110,23,133,2,0,0,1,0
tot reach liao said shirt,26,9,36,2,0,0,3,0
fran decid go way im complet broke knacker got bout mrw love janx dad fone credit,96,30,132,1,3,3,3,0
cant pick phone right pl send messag,40,11,51,2,0,0,1,0
right make appoint right,38,9,48,2,0,0,3,0
design softwar develop may get chennai,51,10,62,1,0,0,2,0
enjoy jamster videosound gold club credit new videosound logo musicnew get fun jamster co uk help call,116,24,163,4,4,15,9,1
get lion england tone repli lionm mono lionp poli go www rington co uk origin best tone gbp network oper rate appli,115,26,155,3,6,6,7,1
jokin oni lar busi wun disturb,31,9,48,1,0,0,3,0
ok care text drive,27,8,39,2,0,0,4,0
alway even spirit get bb soon tri sure need,75,25,103,3,0,0,6,0
much close heart go away shatter plz stay,61,20,83,3,0,0,3,0
love babe sure everyth alrit idiot txt bak girli,62,18,84,4,1,1,3,0
abt make pic bigger,31,8,39,1,0,0,1,0
got got colour lor one colour quit light darker lor actual done style hair,92,26,122,3,1,1,5,0
whenevr ur sad whenevr ur gray remembr im listn watevr wan na say ju walk wid littl amp promis bring back ur smile,112,30,154,2,2,2,11,0
noth ok anyway give treat,29,7,36,2,0,0,1,0
win newest harri potter order phoenix book repli harri answer question chanc first among reader,105,23,140,1,2,2,5,1
ok,2,1,5,1,0,0,3,0
correct work today,24,6,30,2,0,0,1,0
sent scream moan bed princess,44,11,57,2,0,0,3,0
wake long ago alreadi dunno thing,40,10,54,1,0,0,5,0
oh get even,23,7,34,1,0,0,5,0
thk shd ok said plu minu leav line paragraph,58,16,85,1,2,4,3,0
call plz number show coveragd area urgnt call vasai amp reach clock call plz,105,29,139,3,1,1,5,0
yeah jay sort fuck retard,28,8,35,1,0,0,1,0
sorri bathroom sup,24,6,31,1,0,0,2,0
ur balanc ur next question sang uptown girl answer txt ur answer good luck,80,22,126,3,4,11,8,1
exam februari wish great day,35,10,48,1,1,1,2,0
dont know come ask question like dont mistak,73,21,94,1,0,0,1,0
aight rush ask jay,20,7,27,1,0,0,2,0
good morn plz call sir,23,6,28,1,0,0,0,0
ok lar sleep earli nite,26,9,41,2,0,0,8,0
oh icic lor den meet day,25,8,42,1,0,0,10,0
oh half hour much longer syria canada eh wow must get much work done day us extra time grin,110,32,150,4,0,0,6,0
sometim put wall around heart safe get hurt find care enough break wall amp get closer goodnoon,125,30,162,1,0,0,9,0
sweet may may go meet carlo gaug patti interest,62,19,82,1,1,1,2,0
buy today need meh,30,9,45,2,0,0,4,0
aight sorri take ten year shower plan,43,12,56,2,0,0,3,0
everi monday nxt week vl complet,32,7,41,1,0,0,4,0
might ax well im,18,5,23,1,0,0,1,0
chill anoth hr could sleep pain surgic emerg see unfold okay,88,22,112,3,1,1,2,0
yeah tri scroung someth,31,8,38,1,0,0,1,0
crazi ar marri like gd look guy fren like say korean leona fave dun thk aft think mayb prob go,118,36,160,4,0,0,8,0
somewher fredericksburg,29,4,32,1,0,0,0,0
que pase un buen tiempo someth like,39,9,47,1,0,0,0,0
ok stay night xavier sleep bag get tire,63,19,82,2,0,0,2,0
doesnt need test,20,5,25,1,0,0,1,0
noth much chillin home super bowl plan,40,9,51,2,0,0,3,0
free day sexi st georg day pic jordan txt pic dont miss everi wk sauci celeb pic pocketbab co uk wk,100,29,155,1,5,21,7,1
bugi oso near wat,15,4,22,1,0,0,3,0
yo there class tmrw right,24,6,30,1,0,0,1,0
let ur heart ur compass ur mind ur map ur soul ur guid never loos world gnun sent via way sm com,90,27,121,1,1,1,6,0
goodnight sleep well da pleas take care pa pleas,42,9,53,1,0,0,3,0
baaaaab misss youuuuu go teach class,58,16,84,4,1,1,6,0
convey regard,20,5,24,1,0,0,0,0
ned convinc tht possibl witot hurt feel main,66,16,81,1,0,0,0,0
good afternoon loverboy goe day luck come way think sweeti send love across sea make smile happi,117,30,152,4,0,0,4,0
start send blackberri torch nigeria find buyer like month tell dad buy bb anyon oh,102,27,131,2,1,1,3,0
lt gt pple marri lover becz hav gud undrstndng dat avoid problem sent di wil get gud news friday person like tomorrow best day life dont break chain break suffer send lt gt frnd lt gt min whn read,233,65,327,6,1,1,28,0
yo dude guess got arrest day,40,10,49,1,0,0,0,0
shuhui say chang suntec steamboat noe,49,12,65,3,1,1,3,0
danc river,23,6,29,1,0,0,1,0
yetund sorri moji seem busi abl go shop pleas find way get want us get pleas forgiv repli free via yahoo messeng,160,43,207,4,0,0,6,0
hey realli pretti late want go lesson first join reach tp mrt,85,25,114,3,0,0,6,0
hot live fantasi call per min ntt ltd po box croydon cr wb,57,17,101,1,6,23,3,1
bbq sat mine ish ur welcom come,36,10,49,2,2,2,1,0
know thing wrong everyso often panick start goin bout bein good enough,82,21,108,1,0,0,4,0
alright good night,26,8,36,2,0,0,5,0
tri make anoth butt,26,6,32,1,0,0,1,0
hope feel great pl fill abiola,39,10,50,3,0,0,2,0
though shd go fun bar town someth sound ok,58,18,80,1,0,0,1,0
go write msg put dictionari mode cover screen hand press lt gt gentli remov ur hand interest,94,22,141,2,5,5,18,0
bear pic nick tom pete dick fact type tri gay chat photo upload call min stop text call,89,24,151,3,4,25,11,1
new mobil must go txt nokia collect today www tc biz optout gbp mtmsg txtauction,89,21,154,2,9,31,11,1
final readi fyi,19,5,23,1,0,0,1,0
aunti huai juan never pick phone,33,8,40,1,0,0,0,0
doubl min doubl txt price linerent latest orang bluetooth mobil call mobileupd latest offer call optout lf,113,22,159,3,6,17,6,1
ya tel wat ur problem,18,5,25,1,0,0,3,0
nokia tone ur mob everi week txt nok st tone free get txtin tell ur friend tone repli hl info,92,27,143,7,7,14,7,1
dnt wnt tlk wid,16,7,22,1,0,0,0,0
spend day wait ideal path appear front us forget path made walk wait goodnight,114,29,155,1,0,0,13,0
ok arm feel weak cuz got shot go anoth time,55,18,72,1,0,0,0,0
pleas reserv ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve alreadi see net ticket avail want book ticket tackl,163,34,203,1,0,0,9,0
storm msg wen lift phne say hello knw wt real mean hello name girl ye knw dat girl margaret hello girlfrnd grahmbel invnt telphon moral one get name person,182,55,278,14,1,1,33,0
ok pop ask bout someth said around tonght wen girl come,88,25,115,2,0,0,5,0
best ur exam later,19,6,27,1,1,1,1,0
hope ur head hurt much plough way pile iron stay chinki tonight come round like,106,27,139,3,1,1,4,0
oh think wi nz player unsold,35,11,46,1,0,0,2,0
haha got fast lose weight thk muz go month den got effect gee later go aust put bk weight,82,24,115,1,1,1,9,0
wonder got onlin love gone net cafe get phone recharg friend net think boytoy,114,32,155,5,0,0,6,0
haha kid papa need drug,29,6,35,1,0,0,1,0
thk shld ya wana go lesson haha go one whole stretch,54,16,82,1,1,1,11,0
oh ok,4,2,7,1,0,0,2,0
still meet dinner tonight,28,6,36,1,1,1,1,0
that cool gentleman treat digniti respect,58,14,73,2,0,0,2,0
shall start hear,19,5,24,1,0,0,1,0
wait lor need feel bad lar,30,10,49,1,2,2,6,0
check got detail messag,38,10,48,2,0,0,1,0
regist sinco paye log icicibank com enter urn lt gt confirm bewar fraud share disclos urn anyon,117,29,155,4,0,0,10,0
decid peopl care stuff vote care stuff loser,75,18,93,1,0,0,1,0
kaiez enjoy ur tuition gee thk second option sound beta go yan jiu den msg,66,19,99,1,0,0,16,0
regist sinco paye log icicibank com enter urn lt gt confirm bewar fraud share disclos urn anyon,117,29,155,4,0,0,10,0
cool fun practic make babi,39,8,48,2,0,0,2,0
actual get readi leav hous,35,7,42,1,0,0,1,0
special today,17,5,24,1,0,0,5,0
urgent import inform user today lucki day find log onto http www urawinn com fantast surpris await,128,28,163,3,2,2,8,1
got ta,24,7,30,1,0,0,0,0
got ten buck jay noncomitt,35,9,44,1,0,0,2,0
hungri,20,5,24,1,0,0,0,0
pl speak custom machan,28,6,34,1,0,0,1,0
somewher beneath pale moon light someon think dream come true goodnit amp sweet dream,115,25,144,1,0,0,5,0
wen ur lovabl bcum angri wid dnt take serious coz angri childish true way show deep affect care luv kettoda manda nice day da,135,34,179,2,0,0,11,0
dear invit xchat final attempt contact txt chat msgrcvdhg suit land row hl ldn yr,98,28,143,3,7,16,8,1
wat ur opinion abt abt charact,41,11,52,1,0,0,1,0
jay snicker tell total fuck chord speak,66,17,82,1,0,0,0,0
hour went hair cut,29,8,39,1,0,0,4,0
wonder co dun rem see silver car thk saw black one,54,18,80,1,0,0,9,0
lmao take pic send,25,9,35,2,0,0,2,0
speak feel word better silenc gud mrng,59,14,82,1,0,0,10,0
current scotland,32,8,41,2,0,0,3,0
work week,20,6,27,1,0,0,1,0
congratul ur award either cd gift voucher free entri weekli draw txt music tnc www ldew com win ppmx age,102,23,152,1,8,19,3,1
lol great im get hungri,26,6,32,1,0,0,1,0
ye saw messag,24,6,33,1,0,0,4,0
mu like lt gt second,26,10,41,1,0,0,6,0
ok,2,1,5,1,0,0,3,0
thing good thanx got exam march ive done revis fran still boyf ive got ta interviw exet bit worri,99,24,126,3,1,1,3,0
tell make littl spreadsheet track whose idea smoke determin smoke much entir month februari,121,29,153,1,0,0,4,0
sale arsen dartboard good condit doubl trebl,57,11,71,2,0,0,3,1
look back build coat want get sick hurri home wear coat gym,106,32,141,3,0,0,6,0
pain person thought alway tri keep everybodi happi time nobodi recognis alon,97,22,124,2,0,0,6,0
thank love wish rock,31,7,38,2,0,0,1,0
intrepid duo great time see soon,48,13,63,2,0,0,2,0
ask sen come chennai search job,37,10,47,1,0,0,1,0
dad went oredi,15,4,22,1,0,0,3,0
ju hope true missin co realli missin done anyth feel guilti yet,88,24,115,2,0,0,5,0
wat late still earli mah juz go dinner lor aiya dunno,50,15,71,3,1,1,5,0
arm fine cardiff uni,25,7,34,1,0,0,3,0
fact leav think addi goe back school tue wed,56,16,72,2,0,0,1,0
cool breez bright sun fresh flower twitter bird wait wish goodmorn amp nice day,93,20,134,1,0,0,21,0
ya go restaur,20,4,26,1,0,0,4,0
ok askd knw tht,26,10,38,1,0,0,3,0
free st week entri textpod chanc win gb ipod cash everi wk txt pod ts cs www textpod net custcar,84,23,141,2,8,25,5,1
duck chinchilla,23,3,25,1,0,0,0,0
marriag function,22,6,27,1,0,0,0,0
look like wil get headstart im leav bout ish desper compani could head earlier goin meet rummer,122,33,159,1,2,3,3,0
give fli monkey wot think certainli mind friend mine,80,22,107,2,0,0,2,0
regist optin subscrib ur draw gift voucher enter receipt correct an what bbc chart,103,25,142,1,4,10,0,1
say thank,9,2,13,1,1,1,1,0
msg rajini come,20,5,25,1,0,0,1,0
ya take ure practic lesson start june,46,11,65,3,0,0,4,0
good need drug,26,7,33,1,0,0,2,0
stupid possibl,20,4,23,1,0,0,1,0
decid faster co si go home liao,39,10,53,1,0,0,2,0
summer final fanci chat flirt sexi singl yr area get match repli summer free join optout txt stop help,115,28,159,5,2,12,4,1
sleep go take haha got spi wat onlin check repli mail lor,76,20,104,2,0,0,9,0
clair havin borin time alon wan na cum nite chat hope luv clair xx call minmoremobsemspobox po wa,105,26,154,2,6,19,3,1
fight world easi either win lose bt fightng close dificult lose lose win still lose,110,33,149,1,1,1,4,0
bought one rington get text cost pound offer tone etc,67,13,81,1,1,1,0,1
yalru lyfu astn chikku bt innu mundh lyf ali halla ke bilo marriag program edha lyf nt yet ovr chikku ali vargu lyfu meow meow,111,28,144,1,0,0,9,0
kinda first one get twelv aah speak tomo,39,10,51,4,0,0,3,0
urgent mobil xxxxxxxxx bonu caller prize nd attempt reach call asap,85,21,153,4,9,35,7,1
ok good later come find lucki told go earlier later pple take finish,76,21,114,1,0,0,9,0
wat make thk fall actual thk quit prone fall lucki dad home ask come fetch alreadi,97,30,131,3,1,1,5,0
guarante latest nokia phone gb ipod mp player prize txt word collect tc llc ny usa mt msgrcvd,97,27,159,3,7,27,9,1
account refil success inr lt decim gt keralacircl prepaid account balanc rs lt decim gt transact id kr lt gt,131,28,174,3,0,0,16,0
wont touch permiss,34,8,42,1,0,0,1,0
hi luci hubbi meetin day fri alon hotel fanci cumin pl leav msg day luci call minmobsmorelkpobox hp fl,111,29,161,2,5,18,3,1
wonder world th th ur style th ur smile th ur person rd ur natur nd ur sm st ur love friendship good morn dear,109,29,153,1,8,8,7,0
take small dose tablet fever,31,7,37,1,0,0,0,0
oh must taken real valentin shop first,49,11,61,2,0,0,2,0
sent email address incomm right,54,15,74,1,0,0,2,0
gon na blake night might abl get littl earli,70,22,93,2,0,0,3,0
friendship game play word say start march end may tomorrow yesterday today,105,31,141,1,0,0,7,0
nice wait text right gon na pay ticket ya know,63,17,85,3,0,0,8,0
watch lotr si di aft wan meet dinner nite,54,19,78,2,2,2,3,0
keep away like,27,7,33,1,0,0,0,0
think far find check googl map place dorm,70,19,90,2,0,0,2,0
trip ok quit tire lor uni start today ok co take modul ju concentr final yr project,113,31,147,2,1,1,4,0
alway say welp,27,6,33,1,0,0,1,0
guy browsin compulsori,25,7,32,1,0,0,2,0
ok,2,1,5,1,0,0,3,0
puriti friendship two smile read forward messag smile see name gud evng musthu,123,25,149,2,0,0,3,0
sorri call later,17,5,22,1,0,0,2,0
add realli care least get dude fuck hey money want,98,32,132,1,0,0,5,0
hello lover goe new job happi think wake slave send teas kiss across sea,116,33,154,6,0,0,6,0
told number gautham,24,6,31,1,0,0,2,0
tell need investig anywher,42,9,51,1,0,0,1,0
ok juz receiv,13,4,18,1,0,0,2,0
cant believ said mani thing morn realli want say good morn love beauti morn see librari later,135,34,172,3,0,0,4,0
account credit free text messag activ txt word credit cs www biz,89,22,130,2,3,13,7,1
end might still vomit okay everyth come,60,15,76,2,0,0,2,0
money money aint thing sha,54,17,78,1,0,0,11,0
everyth weather keep extra warm cold noth seriou pl lot vitamin,88,22,112,4,0,0,3,0
hey gal anyon go drive centr tmr,44,12,58,1,0,0,3,0
alway yahoo messeng send messag get may send mobil mode sha get repli,119,37,158,3,0,0,6,0
put readi lt time gt,42,14,60,2,0,0,6,0
time smile two crucial thing life sometim time make us forget smile sometim someon smile make us forget time gud noon,123,30,154,2,0,0,3,0
sm ac jsco energi high may know channel day ur leadership skill strong psychic repli an question end repli end jsco,116,29,154,7,2,2,9,1
host base idp linux system,28,6,34,1,0,0,2,0
hot live fantasi call per min ntt ltd po box croydon cr wb nation rate call,75,21,122,1,6,23,1,1
da what plan,19,6,26,1,0,0,3,0
ill lt gt ok,18,7,31,1,0,0,6,0
oh god almost home,19,7,26,2,0,0,2,0
total video convert free download type googl search,53,10,64,1,0,0,2,0
thank vote sing along star karaok mobil free link repli sing,95,24,121,3,0,0,3,1
wen ur lovabl bcum angri wid dnt take serious coz angri childish true way show deep affect care luv kettoda manda nice day da,135,34,179,2,0,0,11,0
sound like someth someon test would sayi,48,9,56,1,0,0,0,0
love someon dont make love much love much dont want love anyon except gud nit,111,33,148,2,0,0,5,0
pete phone still jenni colleg leann,69,18,90,3,0,0,6,0
oop sorri check mind pick tomo half eight station would ok,85,23,110,3,0,0,4,0
hey sweet wonder moment might come want send file someon go yahoo connect suck rememb set page go download format disc could tell know way download big file download stuff directli internet help would great prey teas kiss,350,91,458,6,0,0,14,0
how champ leav glasgow,30,6,36,1,0,0,1,0
best congrat,19,5,28,1,0,0,7,0
